,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500
With Unk,0.879008891997203,0.887701069037866,0.891697472274953,0.89459486462184,0.900389649315616,0.904785692876411,0.911479668298531,0.913677690078929,0.915875711859326,0.920271755420122,0.922669597362374,0.9238685183335
No Unk,0.876111499650315,0.88260565491058,0.890098910980118,0.894195224298132,0.898491357778,0.903686681986212,0.907683085223299,0.909981017084624,0.912678589269657,0.916275352183035,0.918473373963433,0.920471575581976
