,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000
With Unk,0.944742539772192,0.93396125441507,0.94649865730221,0.946649510046521,0.938271604938272,0.938436729273383,0.925356032083811,0.94512297139033,0.930589781501561,0.950384293432768,0.951684128495974,0.955023425299323,0.939695031972454,0.936443267467916,0.928064413603136,0.911476245064323,0.926122134463495,0.955660029498525,0.948866688151252,0.950817930741449,0.931509163077443
No Unk,0.941541937305846,0.930322166327732,0.945982235075398,0.94209640700782,0.934718891553424,0.935306393473724,0.922655099034212,0.934164296469801,0.926646952521767,0.949090632371965,0.950125551995844,0.95543987506507,0.937432365961633,0.935526583825626,0.924674223964403,0.911603617373583,0.924195723367366,0.95353982300885,0.946395960898056,0.947949861907797,0.929482307237564
