,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000
With Unk,0.915875711859326,0.920271755420122,0.922669597362374,0.9238685183335,0.92526725946648,0.927065640923169,0.927864921570586,0.928364471975222,0.930362673593766,0.931461684483964,0.933759616345289,0.934858627235488,0.936157458287541,0.93655709861125,0.936956738934959,0.937456289339594,0.938255569987012,0.938555300229793,0.938555300229793,0.938455390148866,0.938555300229793
No Unk,0.912678589269657,0.916275352183035,0.918473373963433,0.920471575581976,0.922269957038665,0.923069237686082,0.925167349385553,0.926166450194825,0.927565191327805,0.930262763512838,0.932760515536017,0.933559796183435,0.934658807073634,0.934758717154561,0.934958537316415,0.935757817963832,0.93655709861125,0.936856828854031,0.93655709861125,0.936756918773104,0.937056649015886
